RFRF7ZXYXHYZNMY7,blr jigni,6.8
RFRF7ZXYXHYZNMY7,mum ant,17.5
RFRF7ZXYXHYZNMY7,mum pdg,7.5
RFRF7ZXYXHYZNMY7,chn thv,40
RFRF7ZXYXHYZNMY7,Del jjr,10.2
RFRF7ZXYXHYZNMY7,del tauru01,5.1
RFRF7ZXYXHYZNMY7,del tauru 04,1.7
RFRF7ZXYXHYZNMY7,noi gtm,14
RFRF7ZXYXHYZNMY7,Guwahati,5
RFRF7ZXYXHYZNMY7,hyd kpr,10
RFRF7ZXYXHYZNMY7,hyd mrb02,6
RFRF7ZXYXHYZNMY7,hyd mrb03,4
RFRF7ZXYXHYZNMY7,kol hoogly,5.4
RFRF7ZXYXHYZNMY7,kol mlb,3.6
RFRF7ZXYXHYZNMY7,lko ntk,12
RFRF7ZXYXHYZNMY7,Patna,5
RFRF7ZXYXHYZNMY7,cjb mdk,4
RFRF7ZXYXHYZNMY7,luh mdp,14
RFRFFGWAK9VPNP3F,ahd bla,18
RFRFFGWAK9VPNP3F,blr anekal,18
RFRFFGWAK9VPNP3F,blr jigni,12
RFRFFGWAK9VPNP3F,mum ant,39.2
RFRFFGWAK9VPNP3F,mum pdg,16.8
RFRFFGWAK9VPNP3F,chn thv,8
RFRFFGWAK9VPNP3F,Del jjr,24
RFRFFGWAK9VPNP3F,del tauru01,12
RFRFFGWAK9VPNP3F,del tauru 04,4
RFRFFGWAK9VPNP3F,noi gtm,10
RFRFFGWAK9VPNP3F,Guwahati,0
RFRFFGWAK9VPNP3F,hyd kpr,7.5
RFRFFGWAK9VPNP3F,hyd mrb02,4.5
RFRFFGWAK9VPNP3F,hyd mrb03,3
RFRFFGWAK9VPNP3F,kol hoogly,0
RFRFFGWAK9VPNP3F,kol mlb,0
RFRFFGWAK9VPNP3F,lko ntk,0
RFRFFGWAK9VPNP3F,Patna,10
RFRFFGWAK9VPNP3F,cjb mdk,10
RFRFFGWAK9VPNP3F,luh mdp,0
RFRFE59UMBXTJNMH,ahd bla,6
RFRFE59UMBXTJNMH,blr anekal,9
RFRFE59UMBXTJNMH,blr jigni,6
RFRFE59UMBXTJNMH,mum ant,28
RFRFE59UMBXTJNMH,mum pdg,12
RFRFE59UMBXTJNMH,chn thv,8
RFRFE59UMBXTJNMH,Del jjr,13.2
RFRFE59UMBXTJNMH,del tauru01,6.6
RFRFE59UMBXTJNMH,del tauru 04,2.2
RFRFE59UMBXTJNMH,noi gtm,20
RFRFE59UMBXTJNMH,Guwahati,1
RFRFE59UMBXTJNMH,hyd kpr,18
RFRFE59UMBXTJNMH,hyd mrb02,10.8
RFRFE59UMBXTJNMH,hyd mrb03,7.2
RFRFE59UMBXTJNMH,kol hoogly,9
RFRFE59UMBXTJNMH,kol mlb,6
RFRFE59UMBXTJNMH,lko ntk,4
RFRFE59UMBXTJNMH,Patna,7
RFRFE59UMBXTJNMH,cjb mdk,7
RFRFE59UMBXTJNMH,luh mdp,4
RFRESXY9SYZSMRX2,ahd bla,11
RFRESXY9SYZSMRX2,blr anekal,7.2
RFRESXY9SYZSMRX2,blr jigni,4.8
RFRESXY9SYZSMRX2,mum ant,21.7
RFRESXY9SYZSMRX2,mum pdg,9.3
RFRESXY9SYZSMRX2,chn thv,15
RFRESXY9SYZSMRX2,Del jjr,24
RFRESXY9SYZSMRX2,del tauru01,12
RFRESXY9SYZSMRX2,del tauru 04,4
RFRESXY9SYZSMRX2,noi gtm,21
RFRESXY9SYZSMRX2,Guwahati,6
RFRESXY9SYZSMRX2,hyd kpr,0.5
RFRESXY9SYZSMRX2,hyd mrb02,0.3
RFRESXY9SYZSMRX2,hyd mrb03,0.2
RFRESXY9SYZSMRX2,kol hoogly,7.2
RFRESXY9SYZSMRX2,kol mlb,4.8
RFRESXY9SYZSMRX2,lko ntk,4
RFRESXY9SYZSMRX2,Patna,9
RFRESXY9SYZSMRX2,cjb mdk,12
RFRESXY9SYZSMRX2,luh mdp,5
RFRFE59UMHP9FHHX,ahd bla,24
RFRFE59UMHP9FHHX,blr anekal,10.2
RFRFE59UMHP9FHHX,blr jigni,6.8
RFRFE59UMHP9FHHX,mum ant,16.8
RFRFE59UMHP9FHHX,mum pdg,7.2
RFRFE59UMHP9FHHX,chn thv,15
RFRFE59UMHP9FHHX,Del jjr,6.6
RFRFE59UMHP9FHHX,del tauru01,3.3
RFRFE59UMHP9FHHX,del tauru 04,1.1
RFRFE59UMHP9FHHX,noi gtm,10
RFRFE59UMHP9FHHX,Guwahati,2
RFRFE59UMHP9FHHX,hyd kpr,12
RFRFE59UMHP9FHHX,hyd mrb02,7.2
RFRFE59UMHP9FHHX,hyd mrb03,4.8
RFRFE59UMHP9FHHX,kol hoogly,6
RFRFE59UMHP9FHHX,kol mlb,4
RFRFE59UMHP9FHHX,lko ntk,15
RFRFE59UMHP9FHHX,Patna,5
RFRFE59UMHP9FHHX,cjb mdk,15
RFRFE59UMHP9FHHX,luh mdp,4
RFREZAZZHPCMBGXT,ahd bla,33
RFREZAZZHPCMBGXT,blr anekal,25.2
RFREZAZZHPCMBGXT,blr jigni,16.8
RFREZAZZHPCMBGXT,mum ant,2.1
RFREZAZZHPCMBGXT,mum pdg,0.9
RFREZAZZHPCMBGXT,chn thv,10
RFREZAZZHPCMBGXT,Del jjr,0
RFREZAZZHPCMBGXT,del tauru01,0
RFREZAZZHPCMBGXT,del tauru 04,0
RFREZAZZHPCMBGXT,noi gtm,4
RFREZAZZHPCMBGXT,Guwahati,11
RFREZAZZHPCMBGXT,hyd kpr,1.5
RFREZAZZHPCMBGXT,hyd mrb02,0.9
RFREZAZZHPCMBGXT,hyd mrb03,0.6
RFREZAZZHPCMBGXT,kol hoogly,0
RFREZAZZHPCMBGXT,kol mlb,0
RFREZAZZHPCMBGXT,lko ntk,3
RFREZAZZHPCMBGXT,Patna,14
RFREZAZZHPCMBGXT,cjb mdk,7
RFREZAZZHPCMBGXT,luh mdp,33
RFRFFGWAFSGCGZTD,ahd bla,15
RFRFFGWAFSGCGZTD,blr anekal,9.6
RFRFFGWAFSGCGZTD,blr jigni,6.4
RFRFFGWAFSGCGZTD,mum ant,28
RFRFFGWAFSGCGZTD,mum pdg,12
RFRFFGWAFSGCGZTD,chn thv,14
RFRFFGWAFSGCGZTD,Del jjr,12
RFRFFGWAFSGCGZTD,del tauru01,6
RFRFFGWAFSGCGZTD,del tauru 04,2
RFRFFGWAFSGCGZTD,noi gtm,12
RFRFFGWAFSGCGZTD,Guwahati,0
RFRFFGWAFSGCGZTD,hyd kpr,15
RFRFFGWAFSGCGZTD,hyd mrb02,9
RFRFFGWAFSGCGZTD,hyd mrb03,6
RFRFFGWAFSGCGZTD,kol hoogly,2.4
RFRFFGWAFSGCGZTD,kol mlb,1.6
RFRFFGWAFSGCGZTD,lko ntk,0
RFRFFGWAFSGCGZTD,Patna,10
RFRFFGWAFSGCGZTD,cjb mdk,0
RFRFFGWAFSGCGZTD,luh mdp,0
RFRFFGWAPYCUJ2BY,ahd bla,10
RFRFFGWAPYCUJ2BY,blr anekal,12.6
RFRFFGWAPYCUJ2BY,blr jigni,8.4
RFRFFGWAPYCUJ2BY,mum ant,18.2
RFRFFGWAPYCUJ2BY,mum pdg,7.8
RFRFFGWAPYCUJ2BY,chn thv,12
RFRFFGWAPYCUJ2BY,Del jjr,15.6
RFRFFGWAPYCUJ2BY,del tauru01,7.8
RFRFFGWAPYCUJ2BY,del tauru 04,2.6
RFRFFGWAPYCUJ2BY,noi gtm,10
RFRFFGWAPYCUJ2BY,Guwahati,0
RFRFFGWAPYCUJ2BY,hyd kpr,13.5
RFRFFGWAPYCUJ2BY,hyd mrb02,8.1
RFRFFGWAPYCUJ2BY,hyd mrb03,5.4
RFRFFGWAPYCUJ2BY,kol hoogly,8.4
RFRFFGWAPYCUJ2BY,kol mlb,5.6
RFRFFGWAPYCUJ2BY,lko ntk,10
RFRFFGWAPYCUJ2BY,Patna,2
RFRFFGWAPYCUJ2BY,cjb mdk,0
RFRFFGWAPYCUJ2BY,luh mdp,0
RFRFD94WE9UYX8R4,ahd bla,6
RFRFD94WE9UYX8R4,blr anekal,7.2
RFRFD94WE9UYX8R4,blr jigni,4.8
RFRFD94WE9UYX8R4,mum ant,41.3
RFRFD94WE9UYX8R4,mum pdg,17.7
RFRFD94WE9UYX8R4,chn thv,12
RFRFD94WE9UYX8R4,Del jjr,0.6
RFRFD94WE9UYX8R4,del tauru01,0.3
RFRFD94WE9UYX8R4,del tauru 04,0.1
RFRFD94WE9UYX8R4,noi gtm,9
RFRFD94WE9UYX8R4,Guwahati,0
RFRFD94WE9UYX8R4,hyd kpr,14.5
RFRFD94WE9UYX8R4,hyd mrb02,8.7
RFRFD94WE9UYX8R4,hyd mrb03,5.8
RFRFD94WE9UYX8R4,kol hoogly,4.8
RFRFD94WE9UYX8R4,kol mlb,3.2
RFRFD94WE9UYX8R4,lko ntk,4
RFRFD94WE9UYX8R4,Patna,1
RFRFD94WE9UYX8R4,cjb mdk,12
RFRFD94WE9UYX8R4,luh mdp,2
RFRFFGWADAZ6SXFZ,ahd bla,16
RFRFFGWADAZ6SXFZ,blr anekal,0
RFRFFGWADAZ6SXFZ,blr jigni,0
RFRFFGWADAZ6SXFZ,mum ant,31.5
RFRFFGWADAZ6SXFZ,mum pdg,13.5
RFRFFGWADAZ6SXFZ,chn thv,11
RFRFFGWADAZ6SXFZ,Del jjr,15.6
RFRFFGWADAZ6SXFZ,del tauru01,7.8
RFRFFGWADAZ6SXFZ,del tauru 04,2.6
RFRFFGWADAZ6SXFZ,noi gtm,6
RFRFFGWADAZ6SXFZ,Guwahati,0
RFRFFGWADAZ6SXFZ,hyd kpr,15
RFRFFGWADAZ6SXFZ,hyd mrb02,9
RFRFFGWADAZ6SXFZ,hyd mrb03,6
RFRFFGWADAZ6SXFZ,kol hoogly,7.2
RFRFFGWADAZ6SXFZ,kol mlb,4.8
RFRFFGWADAZ6SXFZ,lko ntk,0
RFRFFGWADAZ6SXFZ,Patna,2
RFRFFGWADAZ6SXFZ,cjb mdk,0
RFRFFGWADAZ6SXFZ,luh mdp,0
RFRF7ZXYCJ56KVFX,ahd bla,15
RFRF7ZXYCJ56KVFX,blr anekal,5.4
RFRF7ZXYCJ56KVFX,blr jigni,3.6
RFRF7ZXYCJ56KVFX,mum ant,14.7
RFRF7ZXYCJ56KVFX,mum pdg,6.3
RFRF7ZXYCJ56KVFX,chn thv,29
RFRF7ZXYCJ56KVFX,Del jjr,6
RFRF7ZXYCJ56KVFX,del tauru01,3
RFRF7ZXYCJ56KVFX,del tauru 04,1
RFRF7ZXYCJ56KVFX,noi gtm,6
RFRF7ZXYCJ56KVFX,Guwahati,7
RFRF7ZXYCJ56KVFX,hyd kpr,8.5
RFRF7ZXYCJ56KVFX,hyd mrb02,5.1
RFRF7ZXYCJ56KVFX,hyd mrb03,3.4
RFRF7ZXYCJ56KVFX,kol hoogly,0.6
RFRF7ZXYCJ56KVFX,kol mlb,0.4
RFRF7ZXYCJ56KVFX,lko ntk,9
RFRF7ZXYCJ56KVFX,Patna,1
RFRF7ZXYCJ56KVFX,cjb mdk,8
RFRF7ZXYCJ56KVFX,luh mdp,4
RFRFD94WUMZMMHMF,ahd bla,1
RFRFD94WUMZMMHMF,blr anekal,8.4
RFRFD94WUMZMMHMF,blr jigni,5.6
RFRFD94WUMZMMHMF,mum ant,0.7
RFRFD94WUMZMMHMF,mum pdg,0.3
RFRFD94WUMZMMHMF,chn thv,9
RFRFD94WUMZMMHMF,Del jjr,6
RFRFD94WUMZMMHMF,del tauru01,3
RFRFD94WUMZMMHMF,del tauru 04,1
RFRFD94WUMZMMHMF,noi gtm,10
RFRFD94WUMZMMHMF,Guwahati,11
RFRFD94WUMZMMHMF,hyd kpr,11
RFRFD94WUMZMMHMF,hyd mrb02,6.6
RFRFD94WUMZMMHMF,hyd mrb03,4.4
RFRFD94WUMZMMHMF,kol hoogly,1.2
RFRFD94WUMZMMHMF,kol mlb,0.8
RFRFD94WUMZMMHMF,lko ntk,6
RFRFD94WUMZMMHMF,Patna,4
RFRFD94WUMZMMHMF,cjb mdk,24
RFRFD94WUMZMMHMF,luh mdp,7
RFRFD94WGGRWWFVY,ahd bla,6
RFRFD94WGGRWWFVY,blr anekal,12
RFRFD94WGGRWWFVY,blr jigni,8
RFRFD94WGGRWWFVY,mum ant,2.8
RFRFD94WGGRWWFVY,mum pdg,1.2
RFRFD94WGGRWWFVY,chn thv,12
RFRFD94WGGRWWFVY,Del jjr,1.8
RFRFD94WGGRWWFVY,del tauru01,0.9
RFRFD94WGGRWWFVY,del tauru 04,0.3
RFRFD94WGGRWWFVY,noi gtm,13
RFRFD94WGGRWWFVY,Guwahati,6
RFRFD94WGGRWWFVY,hyd kpr,10
RFRFD94WGGRWWFVY,hyd mrb02,6
RFRFD94WGGRWWFVY,hyd mrb03,4
RFRFD94WGGRWWFVY,kol hoogly,12.6
RFRFD94WGGRWWFVY,kol mlb,8.4
RFRFD94WGGRWWFVY,lko ntk,8
RFRFD94WGGRWWFVY,Patna,2
RFRFD94WGGRWWFVY,cjb mdk,2
RFRFD94WGGRWWFVY,luh mdp,0
RFREZAZZ25GGCHNF,ahd bla,31
RFREZAZZ25GGCHNF,blr anekal,3.6
RFREZAZZ25GGCHNF,blr jigni,2.4
RFREZAZZ25GGCHNF,mum ant,0.7
RFREZAZZ25GGCHNF,mum pdg,0.3
RFREZAZZ25GGCHNF,chn thv,10
RFREZAZZ25GGCHNF,Del jjr,5.4
RFREZAZZ25GGCHNF,del tauru01,2.7
RFREZAZZ25GGCHNF,del tauru 04,0.9
RFREZAZZ25GGCHNF,noi gtm,5
RFREZAZZ25GGCHNF,Guwahati,27
RFREZAZZ25GGCHNF,hyd kpr,1
RFREZAZZ25GGCHNF,hyd mrb02,0.6
RFREZAZZ25GGCHNF,hyd mrb03,0.4
RFREZAZZ25GGCHNF,kol hoogly,0
RFREZAZZ25GGCHNF,kol mlb,0
RFREZAZZ25GGCHNF,lko ntk,7
RFREZAZZ25GGCHNF,Patna,9
RFREZAZZ25GGCHNF,cjb mdk,9
RFREZAZZ25GGCHNF,luh mdp,1
RFREWV7YGFCJZCQZ,ahd bla,0
RFREWV7YGFCJZCQZ,blr anekal,17.4
RFREWV7YGFCJZCQZ,blr jigni,11.6
RFREWV7YGFCJZCQZ,mum ant,2.8
RFREWV7YGFCJZCQZ,mum pdg,1.2
RFREWV7YGFCJZCQZ,chn thv,13
RFREWV7YGFCJZCQZ,Del jjr,10.8
RFREWV7YGFCJZCQZ,del tauru01,5.4
RFREWV7YGFCJZCQZ,del tauru 04,1.8
RFREWV7YGFCJZCQZ,noi gtm,2
RFREWV7YGFCJZCQZ,Guwahati,19
RFREWV7YGFCJZCQZ,hyd kpr,3
RFREWV7YGFCJZCQZ,hyd mrb02,1.8
RFREWV7YGFCJZCQZ,hyd mrb03,1.2
RFREWV7YGFCJZCQZ,kol hoogly,3
RFREWV7YGFCJZCQZ,kol mlb,2
RFREWV7YGFCJZCQZ,lko ntk,4
RFREWV7YGFCJZCQZ,Patna,2
RFREWV7YGFCJZCQZ,cjb mdk,6
RFREWV7YGFCJZCQZ,luh mdp,2
RFRFFFD8GTG43J7W,ahd bla,2
RFRFFFD8GTG43J7W,blr anekal,4.2
RFRFFFD8GTG43J7W,blr jigni,2.8
RFRFFFD8GTG43J7W,mum ant,2.1
RFRFFFD8GTG43J7W,mum pdg,0.9
RFRFFFD8GTG43J7W,chn thv,2
RFRFFFD8GTG43J7W,Del jjr,19.2
RFRFFFD8GTG43J7W,del tauru01,9.6
RFRFFFD8GTG43J7W,del tauru 04,3.2
RFRFFFD8GTG43J7W,noi gtm,1
RFRFFFD8GTG43J7W,Guwahati,7
RFRFFFD8GTG43J7W,hyd kpr,0
RFRFFFD8GTG43J7W,hyd mrb02,0
RFRFFFD8GTG43J7W,hyd mrb03,0
RFRFFFD8GTG43J7W,kol hoogly,0
RFRFFFD8GTG43J7W,kol mlb,0
RFRFFFD8GTG43J7W,lko ntk,18
RFRFFFD8GTG43J7W,Patna,0
RFRFFFD8GTG43J7W,cjb mdk,5
RFRFFFD8GTG43J7W,luh mdp,1
RFRF3ZUT3DEP5DH2,ahd bla,3
RFRF3ZUT3DEP5DH2,blr anekal,3
RFRF3ZUT3DEP5DH2,blr jigni,2
RFRF3ZUT3DEP5DH2,mum ant,2.1
RFRF3ZUT3DEP5DH2,mum pdg,0.9
RFRF3ZUT3DEP5DH2,chn thv,1
RFRF3ZUT3DEP5DH2,Del jjr,0
RFRF3ZUT3DEP5DH2,del tauru01,0
RFRF3ZUT3DEP5DH2,del tauru 04,0
RFRF3ZUT3DEP5DH2,noi gtm,3
RFRF3ZUT3DEP5DH2,Guwahati,14
RFRF3ZUT3DEP5DH2,hyd kpr,0
RFRF3ZUT3DEP5DH2,hyd mrb02,0
RFRF3ZUT3DEP5DH2,hyd mrb03,0
RFRF3ZUT3DEP5DH2,kol hoogly,3
RFRF3ZUT3DEP5DH2,kol mlb,2
RFRF3ZUT3DEP5DH2,lko ntk,17
RFRF3ZUT3DEP5DH2,Patna,11
RFRF3ZUT3DEP5DH2,cjb mdk,2
RFRF3ZUT3DEP5DH2,luh mdp,9
RFRF3ZUUFE7BNQGQ,ahd bla,16
RFRF3ZUUFE7BNQGQ,blr anekal,4.2
RFRF3ZUUFE7BNQGQ,blr jigni,2.8
RFRF3ZUUFE7BNQGQ,mum ant,1.4
RFRF3ZUUFE7BNQGQ,mum pdg,0.6
RFRF3ZUUFE7BNQGQ,chn thv,7
RFRF3ZUUFE7BNQGQ,Del jjr,3.6
RFRF3ZUUFE7BNQGQ,del tauru01,1.8
RFRF3ZUUFE7BNQGQ,del tauru 04,0.6
RFRF3ZUUFE7BNQGQ,noi gtm,1
RFRF3ZUUFE7BNQGQ,Guwahati,10
RFRF3ZUUFE7BNQGQ,hyd kpr,0.5
RFRF3ZUUFE7BNQGQ,hyd mrb02,0.3
RFRF3ZUUFE7BNQGQ,hyd mrb03,0.2
RFRF3ZUUFE7BNQGQ,kol hoogly,0.6
RFRF3ZUUFE7BNQGQ,kol mlb,0.4
RFRF3ZUUFE7BNQGQ,lko ntk,5
RFRF3ZUUFE7BNQGQ,Patna,0
RFRF3ZUUFE7BNQGQ,cjb mdk,2
RFRF3ZUUFE7BNQGQ,luh mdp,12
RFRFD94WYZA2AZQS,ahd bla,0
RFRFD94WYZA2AZQS,blr anekal,18
RFRFD94WYZA2AZQS,blr jigni,12
RFRFD94WYZA2AZQS,mum ant,16.8
RFRFD94WYZA2AZQS,mum pdg,7.2
RFRFD94WYZA2AZQS,chn thv,0
RFRFD94WYZA2AZQS,Del jjr,0
RFRFD94WYZA2AZQS,del tauru01,0
RFRFD94WYZA2AZQS,del tauru 04,0
RFRFD94WYZA2AZQS,noi gtm,0
RFRFD94WYZA2AZQS,Guwahati,0
RFRFD94WYZA2AZQS,hyd kpr,0.5
RFRFD94WYZA2AZQS,hyd mrb02,0.3
RFRFD94WYZA2AZQS,hyd mrb03,0.2
RFRFD94WYZA2AZQS,kol hoogly,0.6
RFRFD94WYZA2AZQS,kol mlb,0.4
RFRFD94WYZA2AZQS,lko ntk,4
RFRFD94WYZA2AZQS,Patna,4
RFRFD94WYZA2AZQS,cjb mdk,2
RFRFD94WYZA2AZQS,luh mdp,0
RFRF3HZZZNBTJDAN,ahd bla,1
RFRF3HZZZNBTJDAN,blr anekal,4.2
RFRF3HZZZNBTJDAN,blr jigni,2.8
RFRF3HZZZNBTJDAN,mum ant,1.4
RFRF3HZZZNBTJDAN,mum pdg,0.6
RFRF3HZZZNBTJDAN,chn thv,5
RFRF3HZZZNBTJDAN,Del jjr,0
RFRF3HZZZNBTJDAN,del tauru01,0
RFRF3HZZZNBTJDAN,del tauru 04,0
RFRF3HZZZNBTJDAN,noi gtm,4
RFRF3HZZZNBTJDAN,Guwahati,5
RFRF3HZZZNBTJDAN,hyd kpr,1
RFRF3HZZZNBTJDAN,hyd mrb02,0.6
RFRF3HZZZNBTJDAN,hyd mrb03,0.4
RFRF3HZZZNBTJDAN,kol hoogly,0
RFRF3HZZZNBTJDAN,kol mlb,0
RFRF3HZZZNBTJDAN,lko ntk,3
RFRF3HZZZNBTJDAN,Patna,6
RFRF3HZZZNBTJDAN,cjb mdk,3
RFRF3HZZZNBTJDAN,luh mdp,12
RFREWV7YF29R9UKM,ahd bla,1
RFREWV7YF29R9UKM,blr anekal,1.8
RFREWV7YF29R9UKM,blr jigni,1.2
RFREWV7YF29R9UKM,mum ant,0
RFREWV7YF29R9UKM,mum pdg,0
